x,y
0.0,-0.234382209121766
0.10101010101010101,-0.5210633484546054
0.20202020202020202,-0.6616773305633687
0.30303030303030304,1.2115404815913293
0.40404040404040403,1.1131871665921307
0.5050505050505051,-0.27913352552610504
0.6060606060606061,0.8280732710781762
0.7070707070707071,0.32504680175752165
0.8080808080808081,1.211991260824222
0.9090909090909091,0.40571557431235705
1.0101010101010102,1.131569115843599
1.1111111111111112,0.8535697163834124
1.2121212121212122,0.9774135513329252
1.3131313131313131,1.1787451518120466
1.4141414141414141,1.949697419778336
1.5151515151515151,1.879653306781624
1.6161616161616161,0.6272128515107995
1.7171717171717171,1.7799175464247976
1.8181818181818181,2.193165569544241
1.9191919191919191,2.2562811029211707
2.0202020202020203,2.293476633902497
2.121212121212121,2.2224580563311718
2.2222222222222223,1.4866606039173522
2.323232323232323,2.445512230517137
2.4242424242424243,2.3649111440969417
2.525252525252525,3.292892003645158
2.6262626262626263,2.1267175797007973
2.727272727272727,3.6916995349173716
2.8282828282828283,3.4053574219083282
2.929292929292929,2.5560991913562545
3.0303030303030303,4.0209994127908555
3.131313131313131,2.310190704689623
3.2323232323232323,2.7825685901821533
3.3333333333333335,2.5686704288522897
3.4343434343434343,3.5541388579239426
3.5353535353535355,2.884878368070714
3.6363636363636362,3.6729847420914776
3.7373737373737375,4.5292017536674996
3.8383838383838382,3.5711856333667464
3.9393939393939394,4.439689594329894
4.040404040404041,3.7650550361155037
4.141414141414141,3.1645812875926076
4.242424242424242,4.2664887847599005
4.343434343434343,4.493196197956115
4.444444444444445,4.987309400616803
4.545454545454545,4.2332728218799485
4.646464646464646,5.480911496718688
4.747474747474747,4.921452580060222
4.848484848484849,4.570352525682688
4.94949494949495,4.647167287623958
5.05050505050505,5.441459040479845
5.151515151515151,4.4358464783294185
5.252525252525253,5.975689726760112
5.353535353535354,5.0391375221326475
5.454545454545454,6.03110201747014
5.555555555555555,6.416975262942231
5.656565656565657,6.024624298604068
5.757575757575758,5.081151334762331
5.858585858585858,6.234124120405694
5.959595959595959,6.6442179075619565
6.0606060606060606,7.0145983314809435
6.161616161616162,7.03703003442228
6.262626262626262,6.669024011768182
6.363636363636363,5.859530542625123
6.4646464646464645,7.132646055443406
6.565656565656566,6.821452551371367
6.666666666666667,7.101967211942387
6.767676767676767,5.9926607121424595
6.8686868686868685,6.038648342228774
6.96969696969697,6.376803278158914
7.070707070707071,6.634379520879575
7.171717171717171,7.598311107515073
7.2727272727272725,7.561870163369402
7.373737373737374,7.6908617972441355
7.474747474747475,8.184450234243487
7.575757575757575,7.008738356062862
7.6767676767676765,8.614068452990395
7.777777777777778,8.097939010236633
7.878787878787879,8.436643644403535
7.979797979797979,8.048495054759256
8.080808080808081,8.788508664604048
8.181818181818182,7.982935725362388
8.282828282828282,9.06272823168227
8.383838383838384,7.962880645879185
8.484848484848484,8.681061867542892
8.585858585858587,9.102583497519621
8.686868686868687,9.27508693855246
8.787878787878787,8.778306225528523
8.88888888888889,9.750458976373197
8.98989898989899,8.440903073924297
9.09090909090909,9.116732902323072
9.191919191919192,9.564493210863233
9.292929292929292,8.69265606540667
9.393939393939394,9.36597974561757
9.494949494949495,8.860980715550712
9.595959595959595,9.192658456570335
9.696969696969697,9.238845950843341
9.797979797979798,10.447429775846672
9.8989898989899,9.98877580810813
10.0,10.598759524922489
