x,y
0.0,-0.27512658486261343
0.10101010101010101,0.8596995629477713
0.20202020202020202,0.16813582467500576
0.30303030303030304,-0.15071450440539946
0.40404040404040403,0.8242587208597372
0.5050505050505051,-0.08489947272466625
0.6060606060606061,0.893754040290049
0.7070707070707071,1.4225692716774678
0.8080808080808081,0.9621560957941742
0.9090909090909091,0.5673417292727398
1.0101010101010102,1.904072333207842
1.1111111111111112,1.006032497905696
1.2121212121212122,0.6312544619249427
1.3131313131313131,1.2271241245683577
1.4141414141414141,1.2768698718999953
1.5151515151515151,2.0840483370365552
1.6161616161616161,2.5082279411749493
1.7171717171717171,1.1053611799070966
1.8181818181818181,1.5838356492405405
1.9191919191919191,2.510173359013078
2.0202020202020203,3.012469659497123
2.121212121212121,1.1550171683088677
2.2222222222222223,3.1640617155498774
2.323232323232323,3.2090893418379682
2.4242424242424243,1.9234591401431014
2.525252525252525,5.690732032965922
2.6262626262626263,4.75611090302395
2.727272727272727,5.631351011793347
2.8282828282828283,3.8281118076846177
2.929292929292929,3.9709435812052636
3.0303030303030303,6.5703734514200995
3.131313131313131,7.631464289925706
3.2323232323232323,7.8592680165962765
3.3333333333333335,7.393914572421808
3.4343434343434343,6.571592710129984
3.5353535353535355,7.055972321992662
3.6363636363636362,7.036591012022653
3.7373737373737375,9.459007466044767
3.8383838383838382,5.980228959451107
3.9393939393939394,5.95103325499247
4.040404040404041,8.707920131435015
4.141414141414141,9.71077704280383
4.242424242424242,6.961419668955841
4.343434343434343,7.805375058607204
4.444444444444445,9.62935521000217
4.545454545454545,4.109505709446184
4.646464646464646,3.712570585808379
4.747474747474747,5.186328509913197
4.848484848484849,3.964399775357469
4.94949494949495,5.697079749714797
5.05050505050505,5.204144267373993
5.151515151515151,4.979687812101216
5.252525252525253,5.147285595874839
5.353535353535354,5.294217193142901
5.454545454545454,4.816781812096919
5.555555555555555,4.667290576010485
5.656565656565657,5.679823967216734
5.757575757575758,5.345391246870657
5.858585858585858,6.8294382356173085
5.959595959595959,6.361455651729962
6.0606060606060606,6.051732620488149
6.161616161616162,6.6405541765562965
6.262626262626262,6.629950946932589
6.363636363636363,6.460458699442253
6.4646464646464645,7.008873910536106
6.565656565656566,7.170689303363574
6.666666666666667,6.224928171452849
6.767676767676767,7.479286166816744
6.8686868686868685,7.847635625720871
6.96969696969697,7.556340071771567
7.070707070707071,7.467231191229001
7.171717171717171,7.135530303778456
7.2727272727272725,7.679889364483126
7.373737373737374,7.195549887087308
7.474747474747475,6.844207468493024
7.575757575757575,8.174948011170303
7.6767676767676765,7.710176998612971
7.777777777777778,7.458010968684299
7.878787878787879,8.034081983420236
7.979797979797979,7.762773880462051
8.080808080808081,8.321252252169444
8.181818181818182,7.439595147040331
8.282828282828282,7.35162618125306
8.383838383838384,9.33997801924748
8.484848484848484,7.895932491548432
8.585858585858587,8.970831823758123
8.686868686868687,9.608266460134146
8.787878787878787,9.237640366771949
8.88888888888889,9.040932210026613
8.98989898989899,9.587011224186448
9.09090909090909,9.160571575515656
9.191919191919192,9.126655285351012
9.292929292929292,9.998813620660886
9.393939393939394,8.51249081436548
9.494949494949495,9.911811087051051
9.595959595959595,9.609338973059545
9.696969696969697,10.386021028959856
9.797979797979798,9.718414425508977
9.8989898989899,9.869384983795193
10.0,9.394214228469366
